MSBG01,MSBG04,MSBG06D,MSBG06H,MSBG07A,MSBG07B,MSBG09,MSBG10D,MSBG10E,MSBG12A,MSBM16A,MSBM18H,MSBM19A,MSBM19C,MSBM19E,MSBM20A,MSBM20C,MSBM20D,MSBM20F,MSBM20H,MSBM20J,MSBM20K,MSBM20L,MSBM21F,MSBM21H,Target
1,1,1,2,1,2,5,2,2,2,2,1,2,2,2,3,1,4,2,4,4,1,3,4,1,YES
2,4,1,2,3,7,5,1,2,1,1,1,1,2,2,3,1,4,3,2,3,1,2,2,3,YES
1,1,1,1,6,3,5,1,2,2,1,1,1,1,1,3,2,2,2,1,1,2,2,3,1,YES
1,5,2,1,6,3,6,1,2,1,2,1,1,2,2,3,2,4,2,2,4,2,4,3,2,YES
2,1,1,1,7,6,5,2,2,1,1,2,2,2,2,2,2,4,2,3,4,1,4,2,3,YES
2,5,2,2,8,8,6,2,2,2,2,1,2,2,2,3,2,3,3,2,1,3,3,3,1,YES
1,5,1,1,6,6,4,2,2,1,2,2,2,1,1,2,2,2,3,2,4,2,4,2,1,YES
2,2,2,2,6,2,4,2,2,2,2,1,2,2,2,2,3,2,2,1,1,4,2,4,1,YES
1,3,1,1,3,6,5,2,2,1,2,1,1,2,2,3,3,4,3,3,2,3,4,3,1,YES
2,3,2,2,3,3,5,2,2,2,2,3,2,2,2,2,1,4,3,2,2,3,3,3,2,YES
1,5,1,1,6,6,6,1,2,1,1,1,2,2,2,1,2,4,2,1,3,4,1,4,1,YES
1,3,1,2,6,2,5,2,2,1,2,2,2,2,2,2,2,3,3,2,3,2,3,2,2,YES
2,4,1,2,1,1,4,2,2,2,1,2,1,1,1,1,2,3,3,1,2,3,2,3,1,YES
2,3,2,1,9,9,5,1,2,2,1,3,1,2,2,4,2,2,2,3,3,2,1,2,1,YES
2,1,2,1,3,3,4,1,2,1,1,1,2,2,2,1,3,3,3,3,3,3,3,3,2,YES
1,4,1,1,6,7,5,2,2,1,2,4,2,2,2,2,2,4,1,4,4,4,4,1,1,YES
2,4,2,2,3,6,4,2,2,1,1,2,1,2,1,4,2,4,2,3,2,3,3,2,3,YES
1,1,2,2,1,9,6,1,2,1,1,1,1,2,2,2,4,4,2,4,4,1,4,1,1,YES
1,3,2,1,3,5,6,2,2,1,2,1,2,2,2,2,3,4,4,3,2,3,3,3,2,YES
1,3,1,2,3,3,6,1,2,1,2,1,1,1,1,1,3,2,3,1,2,4,2,4,1,YES
1,1,1,1,2,1,5,1,2,2,1,2,1,1,1,2,3,2,3,4,4,4,4,4,3,YES
2,2,1,1,5,5,6,1,1,1,1,3,1,1,1,3,2,3,1,2,2,4,2,3,3,YES
2,3,1,2,3,3,5,2,2,1,2,1,2,2,1,1,2,2,3,3,3,3,3,3,1,YES
2,1,1,2,9,6,4,2,1,2,1,1,1,1,1,1,4,1,4,1,2,4,2,3,1,YES
1,4,1,2,6,6,4,2,2,2,2,3,1,2,1,3,2,3,2,2,2,4,4,4,1,YES
2,5,1,2,5,6,3,1,2,1,2,1,2,2,2,2,1,3,2,3,2,2,2,4,2,YES
1,3,1,1,3,5,5,1,1,1,1,2,1,1,1,2,3,3,4,2,2,3,2,4,1,YES
2,4,1,1,6,5,4,2,1,1,1,1,2,1,1,1,3,4,4,1,1,4,2,4,1,YES
1,2,1,2,2,2,6,2,1,2,2,1,1,1,1,1,3,2,3,1,1,4,2,4,1,YES
2,5,1,1,6,3,6,2,1,2,2,1,1,2,2,1,1,3,2,2,1,3,3,4,1,YES
1,1,1,2,3,3,5,2,2,2,2,3,1,1,1,2,2,3,3,2,2,3,3,3,3,YES
1,2,1,1,5,3,5,1,2,1,2,2,1,1,1,1,3,3,1,2,3,2,4,1,2,YES
1,3,2,2,2,2,5,2,2,2,1,1,2,2,1,2,2,2,1,3,3,2,4,3,2,YES
2,5,1,1,2,1,5,2,2,2,1,1,2,1,1,1,1,3,2,1,2,2,2,2,1,YES
1,2,1,2,1,1,4,1,2,2,1,1,1,2,2,4,1,4,2,2,3,4,4,4,3,YES
1,2,1,2,2,7,6,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,YES
1,3,1,1,3,3,5,2,2,1,2,2,2,1,2,2,3,2,3,1,2,3,2,4,2,YES
2,2,2,2,2,2,5,2,1,2,2,2,1,1,1,1,3,1,2,1,1,4,1,4,1,YES
2,2,1,1,6,6,5,2,2,1,1,2,1,1,1,2,2,4,2,2,3,3,3,3,2,YES
1,3,1,2,7,5,5,2,2,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,YES
2,2,1,1,3,3,6,1,2,1,1,1,1,2,2,2,3,3,3,2,2,3,2,3,1,YES
1,2,2,1,6,3,5,1,2,1,2,2,2,2,2,2,4,3,3,2,2,4,3,4,2,YES
1,5,1,2,6,8,5,1,2,1,2,2,1,2,2,3,1,4,2,4,3,1,4,2,4,YES
2,3,2,2,3,5,5,2,1,1,1,3,1,1,2,2,1,3,4,2,3,3,4,3,3,YES
1,2,1,1,2,2,5,1,2,1,1,1,1,2,2,3,1,4,2,3,3,3,4,1,3,YES
1,3,1,2,5,5,5,1,2,2,2,1,1,1,1,1,2,3,2,3,3,1,4,3,2,YES
1,3,2,2,2,3,6,1,2,2,2,1,2,2,2,1,2,1,3,3,2,3,3,3,2,YES
1,3,2,2,3,3,6,1,2,1,2,2,1,2,2,3,1,3,2,2,3,2,3,2,1,YES
1,1,1,1,5,3,5,1,2,2,2,2,1,2,2,2,2,3,3,2,2,4,2,4,1,YES
2,1,1,2,1,1,5,2,1,2,1,1,1,1,1,2,2,2,1,1,1,4,1,4,1,YES
1,4,2,1,1,2,4,2,1,2,2,2,2,2,2,2,3,2,4,1,1,4,1,4,1,YES
2,1,1,2,5,5,6,2,1,2,2,1,1,2,2,1,3,2,4,1,1,4,2,4,2,YES
2,2,1,2,2,2,5,2,1,2,2,4,1,1,1,2,1,3,2,2,2,3,2,3,3,YES
1,2,1,1,5,6,4,2,2,1,1,1,1,2,2,2,2,4,3,2,4,3,4,2,2,YES
1,3,1,1,6,6,5,2,2,1,1,2,1,2,2,1,1,4,1,3,4,1,4,2,3,YES
1,2,1,1,1,1,6,2,2,1,1,3,2,2,2,4,1,4,1,4,4,1,4,1,2,YES
2,3,1,1,7,6,5,2,2,1,2,3,2,2,2,3,1,4,3,3,4,2,4,3,3,YES
1,1,1,2,3,3,6,1,2,2,1,3,2,2,2,3,2,2,3,2,2,4,3,4,1,YES
1,1,2,2,2,5,3,1,2,1,2,1,1,2,2,3,1,4,3,4,3,2,3,2,1,YES
2,2,2,2,3,3,5,2,2,1,2,2,1,1,1,2,2,1,3,2,4,2,4,2,2,YES
2,1,1,2,5,9,4,2,2,1,2,3,1,2,2,1,4,2,2,1,2,3,2,3,1,YES
1,3,2,2,1,1,5,2,2,2,1,1,1,1,1,2,1,4,3,1,2,3,3,3,1,YES
1,5,1,2,6,7,4,2,2,1,1,3,1,2,2,4,1,4,1,4,4,1,4,2,2,YES
1,5,1,2,1,5,6,2,1,2,2,3,1,1,1,1,3,2,4,1,2,3,2,4,2,YES
1,3,2,2,2,2,4,2,2,2,2,2,2,2,2,3,2,3,3,3,3,3,4,3,3,YES
1,3,1,1,7,6,6,1,2,1,1,1,1,2,2,3,2,3,2,1,3,3,3,3,2,YES
2,4,1,2,5,3,4,1,1,1,2,1,1,1,2,1,2,4,3,1,2,4,1,2,2,YES
1,3,1,1,1,1,6,1,2,2,1,1,1,2,1,1,3,3,3,2,2,3,4,3,1,YES
1,1,1,2,3,3,5,2,2,1,2,2,2,1,1,2,2,2,2,1,2,3,4,3,2,YES
2,5,1,1,5,3,4,2,1,1,1,2,2,1,1,2,2,4,3,2,2,2,3,3,1,YES
1,4,1,1,6,7,5,1,2,2,1,4,1,1,2,4,1,4,1,4,4,1,4,2,1,YES
2,1,2,1,3,5,3,2,2,1,2,2,2,2,2,2,1,4,1,4,4,1,4,1,3,YES
1,3,1,1,5,3,4,2,2,1,2,1,2,2,2,2,2,1,3,1,3,3,3,3,1,YES
1,3,1,2,2,1,5,1,2,2,2,2,2,2,2,1,3,2,3,1,4,2,2,2,2,YES
1,1,1,1,3,3,4,2,2,1,2,1,1,1,1,3,3,3,4,2,1,4,3,4,1,YES
2,3,1,1,6,5,4,2,2,1,1,1,2,1,1,2,2,3,3,2,2,3,3,3,2,YES
2,3,2,1,3,3,4,1,2,1,1,2,1,2,2,1,3,4,3,1,2,3,4,4,3,YES
1,2,1,1,5,3,4,2,2,1,2,1,2,1,2,3,1,4,1,2,3,2,3,1,3,YES
1,4,2,2,5,3,4,2,2,1,1,1,1,2,1,2,3,3,3,3,3,2,3,2,1,YES
2,3,1,1,3,2,4,2,2,2,2,1,1,2,2,2,1,3,3,3,2,2,3,3,3,YES
2,3,1,1,3,3,4,2,1,1,1,1,1,1,2,1,4,3,4,1,1,4,1,4,1,YES
2,3,1,2,3,3,4,2,1,1,2,1,2,1,1,2,3,4,4,2,3,4,2,4,1,YES
2,5,2,2,3,3,5,2,2,1,2,3,1,2,2,2,4,3,4,1,2,3,2,4,1,YES
1,2,2,2,1,1,5,2,1,2,2,1,1,2,1,2,2,3,4,2,1,3,4,4,1,YES
2,4,2,2,6,6,4,2,2,1,2,2,2,2,2,4,1,4,1,4,4,1,4,3,3,YES
1,1,1,2,1,3,5,1,2,2,2,1,1,1,2,3,2,3,3,2,3,2,3,2,3,YES
1,3,1,1,7,7,6,1,2,1,2,1,1,2,2,2,2,3,2,2,3,2,3,3,2,YES
2,1,2,2,6,6,4,2,2,2,2,3,1,1,1,2,2,3,2,3,2,2,3,3,2,YES
1,4,2,1,7,8,5,1,2,2,1,2,2,1,2,3,3,3,2,2,3,1,3,3,2,YES
1,4,2,1,5,3,4,1,2,1,2,1,2,1,1,2,3,4,4,1,2,4,3,4,3,YES
1,2,1,1,6,7,4,2,2,1,2,2,2,2,2,1,1,4,3,3,4,1,4,1,3,YES
1,3,1,2,3,3,6,1,2,1,2,1,1,1,2,1,3,2,2,3,2,2,3,4,1,YES
1,3,2,2,5,3,5,1,2,1,1,2,2,2,1,3,2,2,2,2,2,3,3,2,2,YES
2,4,2,1,8,2,6,2,2,1,1,2,2,2,2,2,2,4,3,2,4,3,3,3,1,YES
1,3,1,2,6,6,5,1,2,1,2,3,1,2,2,3,1,4,1,2,3,3,4,3,3,YES
1,4,1,1,3,3,4,2,2,1,2,3,2,2,2,4,1,4,2,4,4,1,4,1,4,YES
1,2,2,2,1,6,5,1,2,2,2,3,1,1,1,1,1,4,1,3,2,3,4,3,1,YES
1,4,1,2,6,3,4,2,2,1,1,4,1,1,2,3,1,4,1,4,4,1,4,1,1,YES
1,2,2,2,2,1,5,2,2,2,2,1,2,2,1,2,3,1,3,3,2,3,3,3,1,YES
2,1,1,1,3,3,3,2,2,2,2,2,1,1,1,2,1,3,3,2,3,3,3,1,2,YES
1,3,1,1,6,6,4,2,1,2,2,1,1,1,2,1,2,3,3,1,1,4,3,4,1,YES
1,3,1,1,6,3,6,2,2,1,2,1,1,1,1,2,2,3,3,2,3,3,3,3,2,YES
1,2,1,1,3,3,5,2,2,1,1,3,1,1,2,4,1,4,1,4,4,1,4,3,3,YES
2,2,2,1,7,3,6,2,2,1,1,2,2,1,2,4,1,4,1,4,4,1,4,1,4,YES
1,2,1,1,2,2,6,1,2,2,2,3,2,1,1,3,2,4,2,3,4,2,4,4,1,YES
1,5,1,2,3,7,6,2,2,1,1,2,1,2,2,1,1,4,2,1,2,3,3,4,1,YES
1,2,2,1,2,3,6,1,2,1,1,1,1,1,1,2,2,3,2,3,2,1,3,3,1,YES
1,3,1,2,5,5,6,2,2,1,1,1,1,1,1,3,1,4,1,4,4,1,4,1,4,YES
2,2,2,2,3,3,4,2,1,1,2,2,2,2,2,1,2,3,2,3,4,2,3,3,2,YES
1,3,1,2,5,3,5,2,2,1,1,3,1,1,1,1,1,4,1,1,4,1,2,2,2,YES
1,3,1,2,3,3,4,1,2,2,2,1,2,2,2,3,3,3,2,2,3,3,3,2,1,YES
1,3,1,2,6,6,4,2,2,1,2,1,2,2,2,1,2,3,2,2,4,2,4,3,1,YES
1,3,1,2,1,2,6,2,2,2,2,4,1,1,1,4,1,4,1,2,4,1,4,1,4,YES
1,5,1,1,6,6,4,2,2,1,1,2,2,2,2,2,3,3,3,2,3,3,3,4,1,YES
2,5,1,2,5,5,6,2,1,2,1,2,1,2,2,4,1,3,1,3,4,1,3,4,2,YES
1,4,2,1,6,5,4,1,2,1,1,1,2,2,2,1,2,4,3,2,4,2,4,3,1,YES
1,2,2,2,3,7,6,1,2,2,2,1,2,1,2,2,3,2,4,1,2,4,4,3,3,YES
1,2,1,1,6,6,5,2,2,1,1,1,1,1,1,2,2,3,3,3,2,3,2,2,2,YES
2,4,2,2,3,3,4,2,2,2,2,4,2,1,2,3,2,4,1,3,4,1,2,3,2,YES
2,3,1,1,5,6,5,1,2,1,2,2,2,2,2,4,1,4,1,4,4,1,4,2,4,YES
1,5,1,2,6,6,5,2,2,1,1,3,2,2,2,3,1,4,2,2,4,3,3,2,2,YES
1,3,2,2,2,1,6,1,2,2,2,1,1,2,2,4,2,4,2,3,2,2,4,3,2,YES
1,3,2,1,3,3,5,2,2,1,1,1,2,1,1,1,2,2,3,2,3,3,2,3,1,YES
1,5,1,1,6,7,5,1,2,1,2,2,2,2,2,2,1,4,2,3,3,2,4,2,2,YES
1,5,1,1,6,7,5,1,2,2,1,3,1,1,1,2,2,3,3,2,3,2,3,3,3,YES
2,3,1,2,3,5,6,1,2,1,2,1,2,1,1,1,4,3,4,3,3,4,3,4,1,YES
1,2,1,2,6,9,5,2,2,2,2,1,2,2,1,1,2,3,3,2,3,2,3,1,1,YES
2,1,2,2,1,1,5,2,1,2,2,1,2,2,2,3,2,4,3,1,1,1,4,1,1,YES
2,1,2,2,1,2,4,2,1,2,2,1,2,1,2,3,3,3,3,2,2,3,2,3,2,YES
1,2,1,2,1,1,6,1,2,2,1,1,1,2,2,2,1,4,2,2,1,2,2,4,1,YES
2,2,2,2,3,3,5,2,2,1,1,2,2,2,2,4,2,3,4,2,4,1,3,2,1,YES
1,3,2,1,3,2,6,1,2,1,2,1,2,2,2,2,3,1,3,1,3,4,4,4,1,YES
2,4,1,1,7,7,5,2,2,1,2,2,2,2,2,2,2,3,2,3,3,2,3,3,2,YES
1,2,2,2,5,9,5,2,2,2,2,1,2,1,1,1,4,1,4,1,1,4,1,4,1,YES
1,2,1,2,3,5,3,2,2,1,1,2,1,1,1,3,1,3,2,3,3,2,3,1,1,YES
1,3,2,2,5,5,5,2,2,2,2,2,2,1,2,2,3,3,3,2,3,3,3,3,2,YES
1,3,2,2,2,2,5,2,2,2,2,1,2,1,1,2,1,2,3,1,1,3,2,3,1,YES
2,3,1,2,5,5,4,2,2,1,1,1,1,2,2,2,1,3,1,3,3,1,4,3,1,YES
1,1,2,2,3,2,6,1,2,2,1,1,1,1,1,2,3,3,4,3,3,4,4,2,2,YES
2,3,2,1,9,9,4,2,1,1,1,2,2,1,2,3,2,4,3,3,2,4,3,3,3,YES
2,2,1,1,5,7,4,2,2,1,2,3,1,1,1,3,1,4,1,4,4,1,4,3,4,YES
1,1,1,2,3,2,4,1,2,2,1,1,1,1,1,2,2,2,4,1,2,4,3,4,3,YES
2,1,2,2,3,3,4,2,2,1,2,1,1,1,1,4,1,4,1,4,4,1,4,1,4,YES
2,2,1,2,2,3,4,2,1,1,2,1,1,1,2,1,2,3,4,2,3,2,3,2,3,YES
1,2,1,2,2,2,5,2,2,1,2,2,1,1,2,1,2,2,2,1,1,4,2,3,1,YES
1,2,1,1,5,5,5,1,2,1,2,1,2,2,2,3,2,2,3,3,4,2,3,4,2,YES
2,1,1,2,2,2,4,1,2,2,1,3,2,2,2,2,2,4,2,3,2,2,4,1,3,YES
1,4,1,1,3,6,5,2,2,1,2,1,1,2,2,2,2,3,3,1,2,4,2,1,2,YES
2,4,1,1,5,6,4,2,1,2,1,1,2,1,1,1,3,2,4,1,1,4,2,4,1,YES
2,3,2,2,5,2,6,1,2,2,1,2,1,1,1,2,3,2,2,2,2,4,3,3,2,YES
1,5,1,1,6,6,5,1,2,2,2,2,1,2,2,4,1,4,1,2,4,1,3,2,2,YES
1,3,2,2,3,3,4,2,2,2,2,1,1,1,1,3,1,4,1,2,4,2,4,2,1,YES
1,2,2,2,2,2,4,2,2,1,1,1,2,1,1,2,3,3,4,1,4,4,2,4,2,YES
1,4,1,2,6,8,6,1,1,2,2,1,1,1,1,3,1,4,4,3,2,1,3,3,2,YES
2,3,1,1,1,3,5,2,1,2,2,2,1,1,1,1,3,2,4,1,1,4,1,4,2,YES
1,3,1,2,9,2,6,2,2,2,1,1,1,1,1,1,3,2,2,3,2,2,3,3,2,YES
2,5,1,1,8,8,6,1,2,1,2,2,1,1,1,2,2,3,2,1,2,3,3,3,1,YES
1,3,1,2,1,1,6,1,2,1,2,1,2,1,1,1,2,2,3,1,1,2,2,3,1,YES
1,3,1,2,3,3,6,1,2,2,2,1,2,1,1,1,3,2,3,1,1,4,1,3,1,YES
1,3,1,2,6,5,5,2,2,1,2,3,2,1,1,2,2,3,3,1,3,3,2,4,1,YES
1,1,1,1,1,1,4,1,2,1,1,1,1,1,1,2,3,4,4,2,3,3,4,2,2,YES
1,1,1,1,6,1,6,1,2,1,1,1,1,1,1,1,2,1,2,1,4,4,1,2,1,YES
1,5,2,1,6,3,6,2,2,1,1,1,1,2,1,1,2,2,3,2,4,2,3,2,1,YES
2,2,1,1,3,3,4,2,2,1,1,2,1,1,1,4,1,4,1,4,4,2,4,2,1,YES
1,1,1,2,6,9,5,1,2,2,1,1,2,2,2,1,3,3,3,1,4,2,4,3,1,YES
2,3,1,2,2,1,5,2,1,2,1,2,1,1,2,1,2,3,3,2,1,4,4,4,1,YES
2,2,1,2,9,6,5,2,1,2,2,1,1,2,2,3,1,3,2,3,2,2,3,3,3,YES
2,2,1,1,3,3,5,2,1,2,2,3,1,2,2,3,1,3,3,3,3,2,3,2,3,YES
2,4,1,2,5,6,5,2,1,1,2,1,2,2,2,1,4,2,4,1,1,4,2,4,1,YES
1,4,1,2,1,1,6,1,2,2,2,1,1,1,1,1,4,2,1,2,4,1,4,2,1,YES
2,2,2,2,6,7,6,2,1,1,2,4,1,2,2,2,2,2,3,2,2,2,2,4,4,YES
2,3,1,2,1,1,6,1,2,2,2,1,1,1,1,2,4,3,2,1,2,4,2,3,2,YES
1,3,1,2,3,6,5,2,2,2,1,4,1,2,2,4,2,4,4,3,4,1,4,1,3,YES
2,1,1,1,5,9,4,2,1,2,1,1,2,1,1,2,1,4,2,2,2,1,4,2,1,YES
1,3,1,1,6,6,4,2,2,1,1,1,1,1,1,3,3,2,4,2,1,3,2,4,1,YES
1,4,1,1,6,3,4,2,2,1,1,4,1,1,1,3,2,2,3,4,4,3,3,4,2,YES
1,3,2,2,5,2,6,1,2,1,2,1,1,2,2,4,1,4,1,4,4,1,4,1,4,YES
1,3,1,2,6,5,5,2,2,1,1,2,2,1,1,2,2,2,2,2,3,2,2,2,2,YES
1,2,2,1,1,1,5,2,2,2,1,2,2,2,2,4,2,3,1,2,3,2,2,3,1,YES
2,3,1,1,6,3,4,2,1,1,2,2,1,2,2,1,1,4,4,3,2,3,4,3,3,YES
2,3,1,1,3,2,5,2,2,2,1,2,1,1,1,2,3,3,3,3,2,2,2,2,2,YES
1,4,1,1,5,6,6,2,2,1,2,1,1,1,1,2,4,3,4,1,2,4,3,4,3,YES
1,2,2,1,2,3,6,2,2,1,1,4,2,2,2,4,3,4,4,1,4,1,2,1,1,YES
1,4,1,1,6,6,6,1,2,2,2,1,1,2,2,2,3,3,2,2,2,3,2,3,1,YES
1,1,2,2,1,1,6,2,2,2,2,2,1,2,2,3,2,3,2,3,2,3,4,3,2,YES
2,3,1,2,5,9,4,2,2,2,2,1,2,2,2,2,3,3,3,1,2,3,2,4,2,YES
1,5,1,2,6,6,5,2,2,1,2,2,2,2,2,2,2,4,2,4,4,3,4,3,4,YES
2,3,1,2,5,5,4,2,2,2,1,1,1,2,2,2,2,2,2,3,3,3,2,3,3,YES
2,5,1,1,5,3,5,1,2,1,1,1,1,2,2,1,2,2,4,2,3,2,3,4,1,YES
2,5,1,1,6,6,6,1,2,1,2,4,1,1,2,2,1,4,1,2,3,2,3,1,1,YES
2,2,2,1,5,5,4,2,1,2,1,2,1,1,2,3,1,4,3,4,2,3,4,3,1,YES
1,2,1,1,7,6,6,1,2,2,1,3,1,2,2,3,3,4,1,2,3,1,4,1,2,YES
1,4,1,2,3,3,6,1,2,2,1,1,2,2,2,1,4,2,2,1,1,4,2,1,1,YES
1,4,1,1,6,7,6,1,2,1,1,1,2,2,2,4,1,4,1,4,4,1,4,3,2,YES
1,5,1,1,3,5,4,2,2,1,2,1,1,1,2,2,2,2,3,1,3,2,2,2,2,YES
2,5,1,2,9,7,5,2,2,1,2,3,2,1,2,3,1,3,2,2,1,2,1,3,2,YES
1,4,1,1,5,3,5,2,2,1,1,1,1,2,2,3,3,3,3,2,3,3,3,3,1,YES
2,5,1,1,6,6,4,2,2,1,1,3,2,2,2,4,1,4,1,4,4,1,4,1,4,YES
2,5,1,1,7,7,4,2,2,1,2,1,2,2,2,3,1,2,1,3,2,2,3,3,2,YES
2,2,1,1,6,7,5,1,2,2,1,2,1,1,1,2,2,3,4,2,2,2,4,2,2,YES
1,2,2,1,5,6,4,2,2,1,2,1,1,2,2,3,2,4,2,3,4,2,4,2,2,YES
2,1,1,2,2,9,4,2,1,2,2,2,2,2,1,2,2,3,1,2,3,3,3,3,3,YES
1,3,2,2,1,1,5,1,2,2,1,1,2,1,1,2,2,3,3,2,3,3,3,2,1,YES
1,1,1,1,3,3,5,2,2,1,1,1,1,1,1,1,3,3,3,1,3,3,2,3,3,YES
1,3,1,1,6,6,5,1,2,1,1,2,1,2,2,3,1,4,1,4,4,1,4,3,3,YES
1,4,1,1,6,5,6,2,2,1,2,3,2,2,2,1,3,4,3,2,2,4,4,3,1,YES
1,1,1,1,2,1,6,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,YES
1,2,2,1,1,1,4,2,2,2,1,2,1,1,2,1,1,3,3,1,1,4,2,3,1,YES
1,5,1,1,6,6,5,2,2,1,2,2,2,2,2,3,1,4,1,3,4,2,4,3,3,YES
2,4,1,2,3,3,6,1,2,2,2,2,1,1,1,2,2,3,3,2,3,4,3,4,2,YES
2,3,1,2,9,9,4,1,2,2,2,3,1,2,2,2,1,3,1,2,3,1,3,3,4,YES
2,4,1,1,6,8,5,1,2,1,1,1,1,1,1,1,3,3,4,2,2,4,2,3,2,YES
2,3,1,2,9,6,6,1,2,1,2,2,2,2,2,3,3,3,3,3,3,2,3,2,2,YES
1,5,1,1,5,6,4,2,2,1,2,1,2,1,1,1,3,3,4,1,2,4,4,4,1,YES
2,5,2,2,3,6,5,1,2,3,2,2,2,2,2,3,3,2,2,1,2,4,2,4,2,YES
2,3,2,2,2,2,5,2,2,2,2,1,1,1,1,2,3,3,3,2,2,3,2,3,2,YES
1,4,1,2,2,9,5,2,2,2,1,1,1,1,1,2,3,2,4,2,3,4,3,4,2,YES
2,1,2,2,3,1,6,1,2,2,2,2,1,2,2,2,1,2,3,2,1,4,2,3,1,YES
1,1,2,2,5,1,6,1,2,1,2,1,2,2,2,1,3,3,3,2,2,4,3,4,1,YES
1,5,1,1,6,6,5,1,2,1,1,2,2,2,2,3,3,3,4,2,3,3,4,3,1,YES
1,3,2,2,3,3,5,1,2,1,2,1,1,1,2,2,3,3,3,2,3,2,3,2,2,YES
1,5,1,1,7,5,5,2,2,1,2,2,1,2,2,1,2,4,2,3,2,3,1,3,2,YES
1,3,2,2,6,7,4,2,2,1,2,4,2,2,2,1,1,4,1,4,4,1,4,4,4,YES
2,3,1,1,7,7,6,1,2,1,2,1,1,2,2,2,1,3,1,2,3,3,2,2,3,YES
2,2,1,2,3,3,5,2,1,1,2,2,2,2,2,2,2,4,3,2,2,1,2,4,2,YES
2,5,1,1,6,6,6,1,2,1,2,1,1,1,1,2,4,2,3,1,2,4,2,4,2,YES
1,3,1,2,2,3,5,2,2,2,2,1,1,1,1,2,2,2,1,2,3,2,3,2,1,YES
1,2,1,2,6,3,6,1,2,1,1,3,1,1,1,2,2,3,3,4,3,4,4,2,4,YES
2,3,1,1,6,6,6,2,1,2,2,2,2,1,1,3,3,3,3,2,2,3,4,3,3,YES
1,5,1,1,3,6,4,2,2,1,1,3,2,2,2,4,4,4,1,4,4,1,4,1,4,YES
1,2,1,1,6,7,5,1,2,1,1,4,2,2,2,2,2,3,1,2,3,1,4,4,3,YES
2,5,1,2,7,7,5,2,2,2,2,1,2,2,2,2,2,1,4,2,2,2,3,3,3,YES
2,3,1,2,9,9,4,2,1,2,1,2,2,2,2,2,2,3,3,2,2,4,2,3,3,YES
1,4,1,1,5,3,4,1,2,1,1,2,2,2,2,3,1,2,2,3,3,2,3,3,2,YES
2,3,2,2,5,2,4,2,1,1,2,2,1,1,1,3,1,4,3,1,1,3,3,3,3,YES
1,3,1,1,3,3,4,2,1,1,2,2,2,2,2,1,4,2,4,1,1,4,2,4,1,YES
1,1,2,2,2,3,6,1,2,2,2,2,2,1,1,2,4,3,4,2,4,4,4,4,1,YES
1,2,1,2,6,3,5,2,2,1,2,1,2,1,1,1,2,4,2,3,4,1,4,1,2,YES
2,2,1,2,6,3,4,2,1,2,2,2,2,2,2,3,2,3,2,3,2,2,4,3,3,YES
1,3,2,2,7,6,4,2,2,1,1,1,1,1,1,2,2,4,3,3,3,3,3,3,2,YES
1,1,2,1,9,2,5,2,2,1,2,2,1,1,1,2,1,3,1,2,3,3,4,2,4,YES
2,4,1,1,7,3,4,2,1,1,2,2,2,2,2,3,4,4,1,3,2,3,3,3,3,YES
1,2,2,1,6,6,5,2,2,2,1,1,2,1,1,1,2,3,2,1,3,3,2,3,1,YES
1,3,1,2,3,3,5,1,2,2,2,2,1,2,2,3,3,3,3,3,3,3,3,2,2,YES
1,2,1,2,3,3,6,1,2,2,2,1,2,2,2,4,2,4,2,3,4,2,3,3,3,YES
1,2,2,1,3,3,5,1,2,2,1,3,1,1,2,4,1,4,1,4,4,1,4,2,3,YES
1,3,1,1,3,6,4,2,2,1,1,1,1,1,1,2,1,3,3,2,4,2,3,3,1,YES
1,1,2,2,3,3,5,1,2,1,2,1,2,2,2,2,2,3,2,3,2,3,1,4,1,YES
1,2,2,2,2,2,5,1,1,2,2,2,1,1,1,3,3,2,4,2,2,4,2,4,1,YES
2,3,1,2,6,3,5,2,2,2,1,2,2,1,1,3,2,3,3,3,3,3,3,3,3,YES
2,4,1,1,6,6,4,2,1,1,1,3,2,2,2,2,2,3,2,3,2,2,2,3,1,YES
1,2,2,2,1,1,4,1,2,2,1,1,1,2,2,1,1,2,3,1,2,3,3,3,1,YES
1,3,2,1,7,2,6,1,2,1,1,2,1,1,1,1,2,3,3,1,2,3,3,4,3,YES
1,3,1,2,3,7,5,1,2,1,1,1,1,1,1,2,2,4,4,1,1,3,1,1,1,YES
2,5,1,1,7,8,6,2,2,1,1,1,2,1,1,4,1,4,1,2,3,1,4,2,1,YES
1,4,1,1,3,3,6,1,2,1,1,2,1,1,1,2,1,3,1,3,3,3,4,3,1,YES
2,4,1,2,3,5,4,2,1,1,1,1,2,2,2,2,2,3,3,3,3,3,4,3,1,YES
1,1,1,1,1,1,4,1,2,2,2,3,1,1,1,4,2,3,1,4,4,2,4,2,3,YES
2,3,1,1,3,2,5,1,2,2,1,3,1,1,1,2,3,3,2,2,3,3,2,2,2,YES
1,4,1,1,3,3,5,1,2,2,2,1,2,2,1,2,3,2,4,2,3,4,2,4,2,YES
